Entry	Protein names	Length	Subcellular location [CC]	mark
P01189	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	267	"Secreted {ECO:0000250|UniProtKB:P01193}. Note=Melanocyte-stimulating hormone alpha and beta-endorphin are stored in separate granules in hypothalamic POMC neurons, suggesting that secretion may be under the control of different regulatory mechanisms. {ECO:0000250|UniProtKB:P01193}."	1
P01210	Proenkephalin-A [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); PENK(114-133); PENK(143-183); Met-enkephalin-Arg-Gly-Leu; Leu-enkephalin; PENK(237-258); Met-enkephalin-Arg-Phe]	267	"Cytoplasmic vesicle, secretory vesicle, chromaffin granule lumen {ECO:0000250|UniProtKB:P01211}. Secreted {ECO:0000250|UniProtKB:P01211}."	1
P01215	Glycoprotein hormones alpha chain (Anterior pituitary glycoprotein hormones common subunit alpha) (Choriogonadotropin alpha chain) (Chorionic gonadotrophin subunit alpha) (CG-alpha) (Follicle-stimulating hormone alpha chain) (FSH-alpha) (Follitropin alpha chain) (Luteinizing hormone alpha chain) (LSH-alpha) (Lutropin alpha chain) (Thyroid-stimulating hormone alpha chain) (TSH-alpha) (Thyrotropin alpha chain)	116	"Secreted {ECO:0000269|PubMed:24692546, ECO:0000269|PubMed:2494176}."	1
P01225	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	129	Secreted {ECO:0000269|PubMed:2494176}. Note=Efficient secretion requires dimerization with CGA. {ECO:0000269|PubMed:2494176}.	1
P01266	Thyroglobulin (Tg)	2768	"Secreted {ECO:0000269|PubMed:11082042, ECO:0000269|PubMed:19509106, ECO:0000269|PubMed:8626858}. Note=Secreted into the thyroid follicle lumen (PubMed:19509106). Localizes to colloid globules, a structure formed in the thyroid follicle lumen consisting of cross-linked TG arranged in concentric layers (PubMed:8626858, PubMed:11082042). {ECO:0000269|PubMed:11082042, ECO:0000269|PubMed:19509106, ECO:0000269|PubMed:8626858}."	1
P01275	Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	180	Secreted {ECO:0000305}.; [Glucagon-like peptide 1]: Secreted {ECO:0000269|PubMed:22037645}.	1
P01344	Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin]	180	Secreted {ECO:0000269|PubMed:16040806}.	1
P01591	Immunoglobulin J chain (Joining chain of multimeric IgA and IgM)	159	Secreted {ECO:0000250|UniProtKB:P01592}.	1
P02452	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	1464	"Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}."	1
P02458	Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]	1487	"Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}."	1
P02461	Collagen alpha-1(III) chain	1466	"Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}."	1
P02649	Apolipoprotein E (Apo-E)	317	"Secreted {ECO:0000269|PubMed:2498325}. Secreted, extracellular space {ECO:0000269|PubMed:8340399}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:9488694}. Note=In the plasma, APOE is associated with chylomicrons, chylomicrons remnants, VLDL, LDL and HDL lipoproteins (PubMed:1911868, PubMed:8340399). Lipid poor oligomeric APOE is associated with the extracellular matrix in a calcium- and heparan-sulfate proteoglycans-dependent manner (PubMed:9488694). Lipidation induces the release from the extracellular matrix (PubMed:9488694). {ECO:0000269|PubMed:1911868, ECO:0000269|PubMed:8340399, ECO:0000269|PubMed:9488694}."	1
P02655	Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)]	101	Secreted {ECO:0000269|PubMed:3525527}.	1
P02671	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	866	"Secreted {ECO:0000269|PubMed:19296670, ECO:0000269|PubMed:9628725}."	1
P02675	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	491	"Secreted {ECO:0000269|PubMed:10074346, ECO:0000269|PubMed:19296670, ECO:0000269|PubMed:9628725}."	1
P02679	Fibrinogen gamma chain	453	"Secreted {ECO:0000269|PubMed:10074346, ECO:0000269|PubMed:19296670, ECO:0000269|PubMed:9628725}."	1
P02751	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	2477	"Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:29100092}."	1
P02753	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]	201	"Secreted {ECO:0000269|PubMed:12237133, ECO:0000269|PubMed:2444024, ECO:0000269|PubMed:5541771}."	1
P02774	Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf)	474	Secreted {ECO:0000269|PubMed:2423133}.	1
P02776	"Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]"	101	Secreted {ECO:0000269|PubMed:7644496}.	1
P02812	Basic salivary proline-rich protein 2 (Salivary proline-rich protein) (Con1 glycoprotein) [Cleaved into: Basic proline-rich peptide IB-1; Basic proline-rich peptide P-E (IB-9); Basic proline-rich peptide IB-7; Basic proline-rich peptide IB-8c (Basic peptide P-F); Basic proline-rich peptide IB-4]	416	Secreted {ECO:0000250}.	1
P03956	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	469	"Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:2167156}."	1
P03973	Antileukoproteinase (ALP) (BLPI) (HUSI-1) (Mucus proteinase inhibitor) (MPI) (Protease inhibitor WAP4) (Secretory leukocyte protease inhibitor) (Seminal proteinase inhibitor) (WAP four-disulfide core domain protein 4)	132	"Secreted {ECO:0000269|PubMed:2039600, ECO:0000269|PubMed:24352879, ECO:0000269|PubMed:3462719, ECO:0000269|PubMed:3485543}."	1
P04004	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	478	"Secreted, extracellular space {ECO:0000269|PubMed:2448300, ECO:0000269|PubMed:29567995}.; Parasitophorous vacuole {ECO:0000269|PubMed:29567995}. Note=(Microbial infection) In P.falciparum-infected red blood cells, VTN internalization is detected at the early trophozoite stage (PubMed:29567995). Colocalizes with SERA5 at the schizont stage and with SERA5 P47 at the merozoite surface (PubMed:29567995). {ECO:0000269|PubMed:29567995}."	1
P04054	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)	148	Secreted {ECO:0000269|PubMed:19297324}. Note=Secreted from pancreatic acinar cells in its inactive form.	1
P04070	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	461	"Secreted {ECO:0000269|PubMed:25618265}. Golgi apparatus {ECO:0000269|PubMed:22531345, ECO:0000269|PubMed:25748729}. Endoplasmic reticulum {ECO:0000269|PubMed:22531345, ECO:0000269|PubMed:25748729}."	1
P04114	Apolipoprotein B-100 (Apo B-100) [Cleaved into: Apolipoprotein B-48 (Apo B-48)]	4563	"Cytoplasm {ECO:0000269|PubMed:22580899}. Secreted {ECO:0000269|PubMed:22580899, ECO:0000269|PubMed:26224785}. Lipid droplet {ECO:0000269|PubMed:28183703}."	1
P04118	Colipase	112	Secreted {ECO:0000305}.	1
P04141	Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim)	144	"Secreted {ECO:0000269|PubMed:1737041, ECO:0000269|PubMed:3925454}."	1
P04180	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)	440	"Secreted {ECO:0000269|PubMed:10222237, ECO:0000269|PubMed:19065001, ECO:0000269|PubMed:3458198, ECO:0000269|PubMed:8016111, ECO:0000269|PubMed:8820107}. Note=Secreted into blood plasma (PubMed:3458198, PubMed:8820107, PubMed:10222237). Produced in astrocytes and secreted into cerebral spinal fluid (CSF) (PubMed:10222237). {ECO:0000269|PubMed:10222237, ECO:0000269|PubMed:3458198, ECO:0000269|PubMed:8820107}."	1
P04196	Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG)	525	Secreted {ECO:0000269|PubMed:21215706}.	1
P04275	von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]	2813	"Secreted {ECO:0000269|PubMed:10961880}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:10961880}. Note=Localized to storage granules."	1
P04278	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	402	"Secreted {ECO:0000250}. Note=In testis, it is synthesized by the Sertoli cells, secreted into the lumen of the seminiferous tubule and transported to the epididymis. {ECO:0000250}."	1
P04280	Basic salivary proline-rich protein 1 (Salivary proline-rich protein) [Cleaved into: Proline-rich peptide II-2; Basic peptide IB-6; Peptide P-H]	392	Secreted {ECO:0000269|PubMed:3521730}.	1
P04628	Proto-oncogene Wnt-1 (Proto-oncogene Int-1 homolog)	370	"Secreted, extracellular space, extracellular matrix {ECO:0000305}. Secreted {ECO:0000269|PubMed:26902720}."	1
P05019	Insulin-like growth factor I (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)	195	Secreted {ECO:0000250|UniProtKB:P05017}.	1
P05121	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	402	Secreted {ECO:0000269|PubMed:2430793}.	1
P05156	Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain]	583	"Secreted, extracellular space. Secreted {ECO:0000269|PubMed:6327681}."	1
P05160	Coagulation factor XIII B chain (Fibrin-stabilizing factor B subunit) (Protein-glutamine gamma-glutamyltransferase B chain) (Transglutaminase B chain)	661	"Secreted {ECO:0000269|PubMed:26247044, ECO:0000269|PubMed:4405643}."	1
P05161	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein) (hUCRP)	165	"Cytoplasm {ECO:0000269|PubMed:22859821}. Secreted {ECO:0000269|PubMed:22859821}. Note=Exists in three distinct states: free within the cell, released into the extracellular space, or conjugated to target proteins."	1
P05231	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	212	Secreted {ECO:0000269|PubMed:11080265}.	1
P05997	Collagen alpha-2(V) chain	1499	"Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}."	1
P06276	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	602	"Secreted {ECO:0000269|PubMed:19368529, ECO:0000269|PubMed:19542320}."	1
P06744	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	558	Cytoplasm {ECO:0000269|PubMed:11437381}. Secreted {ECO:0000269|PubMed:11437381}.	1
P06850	Corticoliberin (Corticotropin-releasing factor) (CRF) (Corticotropin-releasing hormone)	196	Secreted {ECO:0000250|UniProtKB:P06296}.	1
P07098	Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)	398	Secreted {ECO:0000250|UniProtKB:P80035}.	1
P07339	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	412	"Lysosome. Melanosome. Secreted, extracellular space. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. In aortic samples, detected as an extracellular protein loosely bound to the matrix (PubMed:20551380). {ECO:0000269|PubMed:20551380}."	1
P07492	Gastrin-releasing peptide (GRP) [Cleaved into: Neuromedin-C (GRP-10)]	148	"Secreted {ECO:0000269|PubMed:3211139}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:Q863C3}."	1
P07602	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	524	"Lysosome {ECO:0000269|PubMed:14657016, ECO:0000269|PubMed:21835174, ECO:0000269|PubMed:22431521}.; [Prosaposin]: Secreted {ECO:0000250|UniProtKB:Q61207}. Note=Secreted as a fully glycosylated 70 kDa protein composed of complex glycans. {ECO:0000250|UniProtKB:Q61207}."	1
P07996	Thrombospondin-1 (Glycoprotein G)	1170	"Secreted {ECO:0000269|PubMed:6777381}. Cell surface {ECO:0000269|PubMed:6777381}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:6341993}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P35441}. Sarcoplasmic reticulum {ECO:0000250|UniProtKB:P35441}. Note=Secreted by thrombin-activated platelets and binds to the cell surface in the presence of extracellular Ca(2+) (PubMed:6777381). Incorporated into the extracellular matrix of fibroblasts (PubMed:6341993). Also detected in the endoplasmic reticulum and sarcoplasmic reticulum where it plays a role in the ER stress response (By similarity). {ECO:0000250|UniProtKB:P35441, ECO:0000269|PubMed:6341993, ECO:0000269|PubMed:6777381}."	1
P08123	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	1366	"Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}."	1
P08217	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)	269	Secreted {ECO:0000269|PubMed:31358993}.	1
P08254	Stromelysin-1 (SL-1) (EC 3.4.24.17) (Matrix metalloproteinase-3) (MMP-3) (Transin-1)	477	"Secreted, extracellular space, extracellular matrix {ECO:0000305}."	1
P08294	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	240	"Secreted, extracellular space. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:O09164}. Note=99% of EC-SOD is anchored to heparan sulfate proteoglycans in the tissue interstitium, and 1% is located in the vasculature in equilibrium between the plasma and the endothelium."	1
P08620	Fibroblast growth factor 4 (FGF-4) (Heparin secretory-transforming protein 1) (HST) (HST-1) (HSTF-1) (Heparin-binding growth factor 4) (HBGF-4) (Transforming protein KS3)	206	Secreted {ECO:0000305}.	1
P09228	Cystatin-SA (Cystatin-2) (Cystatin-S5)	141	Secreted {ECO:0000269|PubMed:20189825}.	1
P09237	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	267	"Secreted, extracellular space, extracellular matrix {ECO:0000305}."	1
P09238	Stromelysin-2 (SL-2) (EC 3.4.24.22) (Matrix metalloproteinase-10) (MMP-10) (Transin-2)	476	"Secreted, extracellular space, extracellular matrix {ECO:0000305}."	1
P09466	Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1)	180	"Secreted {ECO:0000269|PubMed:12672671, ECO:0000269|PubMed:17192260, ECO:0000269|PubMed:3667877}."	1
P09544	Protein Wnt-2 (Int-1-like protein 1) (Int-1-related protein) (IRP)	360	"Secreted, extracellular space, extracellular matrix {ECO:0000305}. Secreted {ECO:0000269|PubMed:20018874}."	1
P09683	Secretin	121	Secreted {ECO:0000269|Ref.2}.	1
P0C091	FRAS1-related extracellular matrix protein 3	2139	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
P0C0L4	Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain]	1744	"Secreted. Cell junction, synapse {ECO:0000269|PubMed:26814963}. Cell projection, axon {ECO:0000269|PubMed:26814963}. Cell projection, dendrite {ECO:0000269|PubMed:26814963}."	1
P0C0L5	Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain]	1744	"Secreted. Cell junction, synapse {ECO:0000269|PubMed:26814963}. Cell projection, axon {ECO:0000269|PubMed:26814963}. Cell projection, dendrite {ECO:0000269|PubMed:26814963}."	1
P0C862	Complement C1q and tumor necrosis factor-related protein 9A (Complement C1q and tumor necrosis factor-related protein 9)	333	Secreted {ECO:0000250}.	1
P0CG01	Gastrokine-3	181	Secreted {ECO:0000250}.	1
P0CG36	Cryptic family protein 1B	223	Secreted {ECO:0000305}.	1
P0DJI8	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	122	Secreted {ECO:0000269|PubMed:7115671}.	1
P0DJI9	Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)]	122	Secreted {ECO:0000250|UniProtKB:P0DJI8}.	1
P0DN86	Choriogonadotropin subunit beta 3 (Choriogonadotropin subunit beta) (CG-beta) (Chorionic gonadotropin chain beta)	165	Secreted {ECO:0000269|PubMed:16123088}.	1
P0DN87	Choriogonadotropin subunit beta 7	165	Secreted {ECO:0000269|PubMed:16123088}.	1
P0DPK3	Notch homolog 2 N-terminal-like protein B	275	"Secreted {ECO:0000269|PubMed:29856954, ECO:0000269|PubMed:29856955}."	1
P0DPK4	Notch homolog 2 N-terminal-like protein C	236	Secreted {ECO:0000269|PubMed:29856954}.	1
P0DTE7	Alpha-amylase 1B (EC 3.2.1.1)	511	Secreted {ECO:0000305}.	1
P0DTE8	Alpha-amylase 1C (EC 3.2.1.1)	511	Secreted {ECO:0000305}.	1
P0DUB6	"Alpha-amylase 1A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary alpha-amylase)"	511	Secreted {ECO:0000305}.	1
