Entry	Protein names	Length	Subcellular location [CC]	mark
Q92536	"Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)"	515	"Basolateral cell membrane {ECO:0000269|PubMed:15756301, ECO:0000269|PubMed:16785209}; Multi-pass membrane protein {ECO:0000269|PubMed:15756301, ECO:0000269|PubMed:16785209}."	1
Q9UM01	Y+L amino acid transporter 1 (Monocyte amino acid permease 2) (MOP-2) (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1)	511	Basolateral cell membrane {ECO:0000269|PubMed:15756301}; Multi-pass membrane protein {ECO:0000269|PubMed:15756301}.	1
O15245	Solute carrier family 22 member 1 (Organic cation transporter 1) (hOCT1)	554	Basolateral cell membrane {ECO:0000269|PubMed:16263091}; Multi-pass membrane protein {ECO:0000269|PubMed:16263091}.	1
Q8IVM8	Solute carrier family 22 member 9 (Organic anion transporter 7)	553	Basolateral cell membrane {ECO:0000269|PubMed:17393504}; Multi-pass membrane protein {ECO:0000269|PubMed:17393504}. Note=Enriched at the sinusoidal part of the plasma membrane.	1
Q86TB3	Alpha-protein kinase 2 (EC 2.7.11.1) (Heart alpha-protein kinase)	2170	Basolateral cell membrane {ECO:0000269|PubMed:28668886}.	1
P55011	Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2)	1212	"Basolateral cell membrane {ECO:0000305|PubMed:32081947, ECO:0000305|PubMed:7629105}; Multi-pass membrane protein {ECO:0000255}."	1
Q8TCC7	Solute carrier family 22 member 8 (Organic anion transporter 3) (hOAT3)	542	"Basolateral cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Localizes on the brush border membrane of the choroid epithelial cells. Localizes to the basolateral membrane of the proximal tubular cells. Localizes on the abluminal and possibly, luminal membrane of the brain capillary endothelial cells (BCEC) (By similarity). {ECO:0000250}."	1
Q9Y6M7	Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7)	1214	"Basolateral cell membrane; Multi-pass membrane protein. Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, stereocilium {ECO:0000250}. Note=Also described at the apical cell membrane. Localizes to the stereocilia of cochlear outer hair cells and to the lateral membrane of cochlear inner hair cells (By similarity). {ECO:0000250}."	1
P33151	Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144)	784	"Cell junction {ECO:0000269|PubMed:20332120, ECO:0000269|PubMed:21183689}. Cell membrane {ECO:0000269|PubMed:15980433, ECO:0000305|PubMed:20332120}; Single-pass type I membrane protein {ECO:0000305|PubMed:20332120}. Note=Found at cell-cell boundaries and probably at cell-matrix boundaries. KRIT1 and CDH5 reciprocally regulate their localization to endothelial cell-cell junctions. {ECO:0000269|PubMed:20332120}."	1
Q92729	Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)	1446	Cell junction {ECO:0000269|PubMed:8700514}. Cell membrane {ECO:0000269|PubMed:8700514}; Single-pass type I membrane protein {ECO:0000269|PubMed:8700514}.	1
Q96AP7	Endothelial cell-selective adhesion molecule	390	"Cell junction, adherens junction {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	1
Q9BSN7	Transmembrane protein 204 (Claudin-like protein 24)	226	"Cell junction, adherens junction {ECO:0000269|PubMed:15206924}. Cell membrane {ECO:0000269|PubMed:15206924}; Multi-pass membrane protein {ECO:0000269|PubMed:15206924}. Note=Colocalizes with the beta-catenin adherins."	1
Q96FX8	p53 apoptosis effector related to PMP-22 (Keratinocyte-associated protein 1) (KCP-1) (P53-induced protein PIGPC1) (Transmembrane protein THW)	193	"Cell junction, desmosome {ECO:0000250|UniProtKB:Q9JK95}. Cell membrane {ECO:0000250|UniProtKB:Q9JK95}; Multi-pass membrane protein {ECO:0000255}. Note=Associated with desmosomes. {ECO:0000250|UniProtKB:Q9JK95}."	1
Q5SV17	Transmembrane protein 240	173	"Cell junction, synapse {ECO:0000250|UniProtKB:B2RWJ3}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	1
Q7Z7G2	Complexin-4 (Complexin IV) (CPX IV)	160	"Cell junction, synapse {ECO:0000250|UniProtKB:Q80WM3}. Cell membrane; Lipid-anchor {ECO:0000250|UniProtKB:Q80WM3}. Note=Enriched at the synaptic terminal. {ECO:0000250|UniProtKB:Q80WM3}."	1
Q8WVH0	Complexin-3 (Complexin III) (CPX III)	158	"Cell junction, synapse {ECO:0000250|UniProtKB:Q8R1B5}. Cell membrane; Lipid-anchor {ECO:0000250|UniProtKB:Q8R1B5}. Note=Enriched at the synaptic terminal (By similarity). Localized at glycinergic synaptic contacts of AII amacrine cells with OFF cone bipolar cells in the OFF sublamina of the retina inner nuclear layer (By similarity). {ECO:0000250|UniProtKB:Q8R1B5}."	1
Q01814	Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2)	1243	"Cell junction, synapse {ECO:0000250|UniProtKB:Q9R0K7}. Cell membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}."	1
Q9UPX0	Protein turtle homolog B (Immunoglobulin superfamily member 9B) (IgSF9B)	1349	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:D3ZB51}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:D3ZB51}."	1
Q8NER1	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)	839	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell membrane {ECO:0000269|PubMed:11050376, ECO:0000269|PubMed:11243859, ECO:0000269|PubMed:12077606}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Note=Mostly, but not exclusively expressed in postsynaptic dendritic spines. {ECO:0000250|UniProtKB:O35433}."	1
O75311	Glycine receptor subunit alpha-3	464	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:P24524}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:P24524}. Cell projection, dendrite {ECO:0000250|UniProtKB:P24524}. Cell junction, synapse {ECO:0000250|UniProtKB:P24524}. Cell membrane {ECO:0000269|PubMed:26416729, ECO:0000269|PubMed:9677400}; Multi-pass membrane protein {ECO:0000269|PubMed:26416729}. Note=Partially colocalizes with GPHN that is known to mediate receptor clustering at postsynaptic membranes. {ECO:0000250|UniProtKB:P24524}."	1
P18505	Gamma-aminobutyric acid receptor subunit beta-1 (GABA(A) receptor subunit beta-1)	474	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:P50571}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P50571}. Cell membrane {ECO:0000269|PubMed:26950270}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P50571}."	1
P23415	Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit)	457	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q64018}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q64018}. Cell junction, synapse {ECO:0000250|UniProtKB:Q64018}. Perikaryon {ECO:0000250|UniProtKB:Q64018}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q64018}. Cell membrane {ECO:0000269|PubMed:14551753, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:22715885, ECO:0000269|PubMed:22973015, ECO:0000269|PubMed:24108130, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:25730860, ECO:0000269|PubMed:25973519, ECO:0000269|PubMed:7920629, ECO:0000269|PubMed:7925268, ECO:0000269|PubMed:9009272}; Multi-pass membrane protein {ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25730860, ECO:0000305|PubMed:2155780}."	1
P23416	Glycine receptor subunit alpha-2	452	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q7TNC8}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Cell junction, synapse {ECO:0000250|UniProtKB:Q7TNC8}. Cell membrane {ECO:0000269|PubMed:15302677, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:23895467, ECO:0000269|PubMed:25445488}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P23415}. Cell projection {ECO:0000250|UniProtKB:Q7TNC8}."	1
Q96ID5	Immunoglobulin superfamily member 21 (IgSF21)	467	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q7TNR6}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q7TNR6}."	1
A4D2P6	"Delphilin (Glutamate receptor, ionotropic, delta 2-interacting protein 1)"	1211	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}."	1
P0C2W1	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)	286	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}. Cell junction, synapse, presynaptic cell membrane {ECO:0000250}."	1
A8MPY1	Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor)	467	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
Q8TBE1	Protein cornichon homolog 3 (CNIH-3) (Cornichon family AMPA receptor auxiliary protein 3)	160	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Also localizes to the cell membrane of extrasynaptic sites (dendritic shafts, spines of pyramidal cells). {ECO:0000250}."	1
Q9HCJ2	Leucine-rich repeat-containing protein 4C (Netrin-G1 ligand) (NGL-1)	640	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:14595443, ECO:0000269|PubMed:21946559}; Single-pass type I membrane protein {ECO:0000269|PubMed:14595443, ECO:0000269|PubMed:21946559}."	1
O15146	"Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)"	869	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:23326516}; Single-pass type I membrane protein {ECO:0000305}. Note=Colocalizes with acetylcholine receptors (AChR) to the postsynaptic cell membrane of the neuromuscular junction. {ECO:0000269|PubMed:23326516}."	1
P31644	Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5)	462	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:31056671}; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:31056671}; Multi-pass membrane protein."	1
Q9UGM1	Neuronal acetylcholine receptor subunit alpha-9 (Nicotinic acetylcholine receptor subunit alpha-9) (NACHR alpha-9)	479	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:25282151}; Multi-pass membrane protein {ECO:0000305|PubMed:25282151}."	1
Q9GZZ6	Neuronal acetylcholine receptor subunit alpha-10 (Nicotinic acetylcholine receptor subunit alpha-10) (NACHR alpha-10)	450	"Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	1
Q6S5L8	SHC-transforming protein 4 (Rai-like protein) (RaLP) (SHC-transforming protein D) (hShcD) (Src homology 2 domain-containing-transforming protein C4) (SH2 domain protein C4)	630	"Cell junction, synapse, postsynaptic cell membrane. Note=Colocalized with MUSK at the neuromuscular junction. {ECO:0000250}."	1
P32297	Neuronal acetylcholine receptor subunit alpha-3	505	"Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000269|PubMed:31708116}; Multi-pass membrane protein."	1
P43681	Neuronal acetylcholine receptor subunit alpha-4	627	"Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}."	1
Q13474	Dystrophin-related protein 2 (DRP-2)	957	"Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:Q9EPA0}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9EPA0}. Perikaryon {ECO:0000250|UniProtKB:Q9EPA0}. Cell membrane {ECO:0000250|UniProtKB:Q05AA6}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q05AA6}. Note=Detected in Schwann cells at periaxonal myelin membranes. {ECO:0000250|UniProtKB:Q05AA6}."	1
A6NL88	Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Protein shisa-6-like)	538	"Cell junction, synapse, postsynaptic density membrane {ECO:0000250|UniProtKB:Q8C3Q5}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q8C3Q5}. Note=Localizes at GABAergic inhibitory synapses and colocalizes with gephyrin in hippocampal neurons. {ECO:0000250|UniProtKB:Q8C3Q5}."	1
P58400	Neurexin-1-beta (Neurexin I-beta)	472	"Cell junction, synapse, presynaptic cell membrane {ECO:0000250|UniProtKB:Q63373}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q63373}."	1
Q9C0A0	Contactin-associated protein-like 4 (Cell recognition molecule Caspr4)	1308	"Cell junction, synapse, presynaptic cell membrane {ECO:0000250|UniProtKB:Q99P47}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q99P47}. Note=Specifically present within the presynaptic compartment of synapses. {ECO:0000250|UniProtKB:Q99P47}."	1
Q6ZWB6	BTB/POZ domain-containing protein KCTD8	473	"Cell junction, synapse, presynaptic cell membrane {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}."	1
Q9ULB1	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	1477	"Cell junction, synapse, presynaptic cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	1
Q68DU8	BTB/POZ domain-containing protein KCTD16 (Potassium channel tetramerization domain-containing protein 16)	428	"Cell junction, synapse, presynaptic cell membrane. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q5DTY9}."	1
Q96CX2	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	325	"Cell junction, synapse, presynaptic cell membrane. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}."	1
O14493	Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor) (Williams-Beuren syndrome chromosomal region 8 protein)	209	"Cell junction, tight junction {ECO:0000250|UniProtKB:O35054}. Cell membrane {ECO:0000269|PubMed:20375010}; Multi-pass membrane protein {ECO:0000255}. Note=CLDN4 is required for tight junction localization in the kidney. {ECO:0000250|UniProtKB:O35054}."	1
H7C241	Claudin-34	214	"Cell junction, tight junction {ECO:0000250|UniProtKB:O88552}. Cell membrane {ECO:0000250|UniProtKB:O88552}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O88552}."	1
P56856	Claudin-18	261	"Cell junction, tight junction {ECO:0000250|UniProtKB:P56857}. Cell membrane {ECO:0000250|UniProtKB:P56857}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to tight junctions in epithelial cells. {ECO:0000250|UniProtKB:P56857}."	1
O15551	Claudin-3 (Clostridium perfringens enterotoxin receptor 2) (CPE-R 2) (CPE-receptor 2) (Rat ventral prostate.1 protein homolog) (hRVP1)	220	"Cell junction, tight junction {ECO:0000250|UniProtKB:Q9Z0G9}. Cell membrane {ECO:0000250|UniProtKB:Q9Z0G9}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9Z0G9}."	1
P56747	Claudin-6 (Skullin)	220	"Cell junction, tight junction {ECO:0000250|UniProtKB:Q9Z262}. Cell membrane {ECO:0000269|PubMed:20375010}; Multi-pass membrane protein {ECO:0000255}."	1
Q96B33	Claudin-23	292	"Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
Q8N7P3	Claudin-22	220	"Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
A6NM45	Putative claudin-24 (Claudin-21)	220	"Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
P57739	Claudin-2 (SP82)	230	"Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
C9JDP6	Putative claudin-25	229	"Cell junction, tight junction {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	1
Q9Y624	Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321)	299	"Cell junction, tight junction {ECO:0000269|PubMed:11171323}. Cell membrane {ECO:0000269|PubMed:11171323}; Single-pass type I membrane protein {ECO:0000269|PubMed:11171323}. Note=Localized at tight junctions of both epithelial and endothelial cells. {ECO:0000269|PubMed:11171323}."	1
Q96QZ7	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)"	1491	"Cell junction, tight junction {ECO:0000269|PubMed:11969287}. Cell membrane {ECO:0000269|PubMed:11969287}; Peripheral membrane protein {ECO:0000269|PubMed:11969287}. Note=Localizes to epithelial cells tight junctions."	1
